endTime,artistName,trackName,msPlayed
2020-11-30 18:08,Phoebe Bridgers,Savior Complex,241640
2020-11-30 18:12,Bon Iver,"Hey, Ma",216706
2020-11-30 18:16,Maggie Rogers,Tim McGraw - Recorded At Spotify Studios NYC,250836
2020-11-30 18:19,Ritt Momney,Put Your Records On,210463
2020-11-30 18:23,Noah Kahan,Maine,232618
2020-11-30 18:26,Taylor Swift,London Boy,190240
2020-11-30 18:28,Phoebe Bridgers,Moon Song,85624
2020-11-30 18:33,Taylor Swift,All Too Well,327893
2020-11-30 18:38,Sara Bareilles,Manhattan,278546
2020-11-30 18:42,Sara Bareilles,Eden,245493
2020-11-30 18:48,Margaux Beylier,Calabasas,368638
2020-11-30 18:52,Noah Kahan,Mess,213320
2020-11-30 18:55,Leighton Meester,Run Away,219256
2020-11-30 18:58,Jade Bird,Something American,182827
2020-11-30 18:59,Phoebe Bridgers,Punisher,31734
2020-11-30 19:02,Hozier,Nobody,210573
2020-11-30 19:57,Maggie Rogers,The Knife,22377
2020-11-30 20:00,Margaux Beylier,Calabasas,190200
2020-11-30 20:03,The Features,From Now On,201213
2020-11-30 20:03,Sara Bareilles,Miss Simone,4728
2020-11-30 20:07,Harry Styles,Sweet Creature,224866
2020-11-30 21:00,Sara Bareilles,Orpheus,218942
2020-11-30 21:00,Taylor Swift,All Too Well,1749
2020-11-30 21:01,Sara Bareilles,Manhattan,810
2020-11-30 21:01,Matt Maeson,Hallucinogenics,44650
2020-11-30 21:04,Matt Maeson,Hallucinogenics,187173
2020-11-30 21:25,Sara Bareilles,Manhattan,79292
2020-11-30 21:30,Simon & Garfunkel,The Boxer,308520
2020-11-30 21:34,Hozier,Someone New,222813
2020-11-30 21:37,Phoebe Bridgers,Chinese Satellite,190205
2020-12-01 16:10,福居良,It Could Happen To You,75029
2020-12-01 20:17,Yuta Orisaka,Sakamichi,205610
2020-12-01 20:20,Noah Kahan,Glue Myself Shut,196201
2020-12-01 20:24,Taylor Swift,cardigan,239560
2020-12-01 21:12,Taylor Swift,Back To December,144081
2020-12-01 21:15,Hozier,Work Song,229720
2020-12-01 21:20,Taylor Swift,Cornelia Street,287266
2020-12-02 01:14,Yuta Orisaka,Sakamichi,224760
2020-12-02 01:16,Matt Maeson,Hallucinogenics,87986
2020-12-02 01:18,Sara Bareilles,Orpheus,253395
2020-12-02 01:22,Simon & Garfunkel,The Only Living Boy in New York,238413
2020-12-02 01:26,Norah Jones,Come Away With Me,198146
2020-12-02 01:30,Taylor Swift,exile (feat. Bon Iver),285634
2020-12-02 01:33,Simon & Garfunkel,Bleecker Street,163680
2020-12-02 01:35,Henry Mancini,Moon River(Vocal Audrey Hepburn),125585
2020-12-02 01:39,Emma Stone,Audition (The Fools Who Dream),228266
2020-12-02 01:41,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack",149706
2020-12-02 01:46,Sara Bareilles,Saint Honesty,274677
2020-12-02 01:52,Ella Fitzgerald,Autumn In New York,356626
2020-12-02 01:54,Justin Hurwitz,Mia & Sebastian’s Theme,98040
2020-12-02 01:57,Phoebe Bridgers,Kyoto (Copycat Killer Version),181213
2020-12-02 02:00,Sara Bareilles,Someone Who Loves Me,197836
2020-12-02 02:03,Norah Jones,Sunrise,200626
2020-12-02 02:08,Phoebe Bridgers,Moon Song,277676
2020-12-02 02:13,Natalia Lafourcade,Lo Que Construimos,279213
2020-12-02 02:17,Taylor Swift,cardigan,239560
2020-12-02 02:20,Norah Jones,Don't Know Why,186146
2020-12-02 20:01,Phoebe Bridgers,Smoke Signals,132538
2020-12-02 20:01,Norah Jones,Miriam,2293
2020-12-02 20:04,Simon & Garfunkel,The Times They Are A-Changin',170200
2020-12-02 20:08,Sara Bareilles,Miss Simone,253141
2020-12-02 20:13,Phoebe Bridgers,Scott Street,305000
2020-12-02 20:18,Sara Bareilles,Manhattan,278546
2020-12-02 20:22,Justin Hurwitz,Planetarium,257280
2020-12-02 20:27,Simon & Garfunkel,The Boxer,308520
2020-12-02 20:28,Taylor Swift,invisible string,41898
2020-12-02 20:32,Simon & Garfunkel,The Only Living Boy in New York,238413
2020-12-02 20:36,Sara Bareilles,Miss Simone,253141
2020-12-02 20:41,Phoebe Bridgers,Moon Song,277676
2020-12-02 20:44,Norah Jones,Sunrise,200626
2020-12-02 20:50,Phoebe Bridgers,Smoke Signals,324773
2020-12-02 20:53,Phoebe Bridgers,Kyoto (Copycat Killer Version),181213
2020-12-02 20:58,Phoebe Bridgers,Scott Street,305000
2020-12-02 21:02,Justin Hurwitz,Planetarium,257280
2020-12-02 21:06,Taylor Swift,cardigan,239560
2020-12-02 21:11,Natalia Lafourcade,Lo Que Construimos,279213
2020-12-02 21:13,Henry Mancini,Moon River(Vocal Audrey Hepburn),125585
2020-12-02 21:18,Taylor Swift,exile (feat. Bon Iver),285634
2020-12-02 21:22,Sara Bareilles,Manhattan,278546
2020-12-02 21:26,Yuta Orisaka,Sakamichi,224760
2020-12-02 21:30,Emma Stone,Audition (The Fools Who Dream),228266
2020-12-02 21:33,Simon & Garfunkel,Bleecker Street,163680
2020-12-02 21:36,Sara Bareilles,Someone Who Loves Me,197836
2020-12-02 21:41,Simon & Garfunkel,The Boxer,308520
2020-12-02 21:44,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack",149706
2020-12-02 21:48,Sara Bareilles,Saint Honesty,274677
2020-12-02 21:54,Ella Fitzgerald,Autumn In New York,356626
2020-12-02 21:56,Justin Hurwitz,Mia & Sebastian’s Theme,98040
2020-12-02 22:00,Sara Bareilles,Orpheus,253395
2020-12-02 22:03,Norah Jones,Come Away With Me,198146
2020-12-02 22:04,Norah Jones,Don't Know Why,59274
2020-12-02 22:08,Guitarricadelafuente,Ya mi mama me decía,188372
2020-12-02 22:12,Alaina Castillo,no vuelvas a mirar atrás,245945
2020-12-02 22:16,MARO,Não Faz Sentido,257493
2020-12-02 22:19,Jessie Reyez,INTRUDERS,185066
2020-12-02 22:23,maye,Tú,206611
2020-12-02 22:25,Andrea Cruz,Vernos Crecer,175445
2020-12-02 22:28,Ambar Lucid,A letter to my younger self,138223
2020-12-02 22:32,Irene Diaz,Crazy Love,226200
2020-12-02 22:36,Making Movies,Everybody Wants to Rule the World,238946
2020-12-02 22:39,Silvana Estrada,Para Siempre,201452
2020-12-02 22:43,Amo Amo,Missed Connection,231973
2020-12-02 22:46,Alex Cuba,Las Mujeres,210155
2020-12-02 22:50,Alex Ferreira,Te Tengo Que Meter En Mi Vida (Versión Acústica),220927
2020-12-02 22:54,Natalia Lafourcade,Para Qué Sufrir,226733
2020-12-02 22:57,Cami,BIG BANG,183131
2020-12-02 23:00,Josue Alaniz,Cigarrito y Café,171130
2020-12-02 23:03,Alex Ferreira,Un Cariñito,183894
2020-12-02 23:06,Ale Aguirre,Distancia,199453
2020-12-02 23:09,Vacación,Té De Tila,202426
2020-12-02 23:14,Natalia Lafourcade,Azul (with Rodrigo Amarante),291000
2020-12-02 23:18,Pantoja,Bebesina (Nada Más Que Estar Contigo),234502
2020-12-02 23:21,Lucía Fernanda,Por Ti,162192
2020-12-02 23:26,Loli Molina,Fuji,278712
2020-12-03 05:03,Alex Cuba,Solo Mía,183716
2020-12-03 05:06,Peter McPoland,Romeo & Juliet,166137
2020-12-03 16:41,The Daily,When and How You’ll Get a Vaccine,1559968
2020-12-03 16:42,The Daily,A Day at the Food Pantry,25792
2020-12-03 17:33,The Daily,"Biden’s Cabinet Picks, Part 1: Janet Yellen",1674901
2020-12-03 17:34,Simon & Garfunkel,Bleecker Street,37557
2020-12-03 17:37,Doja Cat,Say So,144384
2020-12-03 17:40,Taylor Swift,Lover,11955
2020-12-03 17:40,Bon Iver,"Hey, Ma",216706
2020-12-03 17:45,Natalia Lafourcade,Lo Que Construimos,279213
2020-12-03 19:40,Simon & Garfunkel,The Boxer,65406
2020-12-03 19:41,Taylor Swift,The Man,7829
2020-12-03 19:42,Jeremy Zucker,"oh, mexico",6357
2020-12-03 21:06,Sam Fischer,This City,25493
2020-12-03 21:10,COIN,Crash My Car,5098
2020-12-03 21:10,Margaux Beylier,Calabasas,190200
2020-12-03 21:10,Taylor Swift,All Too Well,3988
2020-12-03 21:12,Peter McPoland,Romeo & Juliet,166137
2020-12-03 21:16,Phoebe Bridgers,Savior Complex,241640
2020-12-03 21:17,Taylor Swift,All Too Well,4833
2020-12-03 21:21,Phoebe Bridgers,Moon Song,277676
2020-12-03 21:25,Hozier,Jackie and Wilson,223120
2020-12-03 21:40,Taylor Swift,cardigan,239560
2020-12-03 21:42,Henry Mancini,Moon River(Vocal Audrey Hepburn),125585
2020-12-03 21:47,Sara Bareilles,Saint Honesty,251248
2020-12-03 21:48,Ella Fitzgerald,Autumn In New York,326057
2020-12-03 21:49,Sara Bareilles,Poetry by Dead Men,46901
2020-12-03 21:49,Maggie Rogers,Say It,33685
2020-12-03 21:51,JP Saxe,25 in Barcelona,102826
2020-12-03 21:54,Simon & Garfunkel,The Times They Are A-Changin',170200
2020-12-03 21:56,Henry Mancini,Moon River(Vocal Audrey Hepburn),125585
2020-12-04 02:09,Taylor Swift,cardigan,108238
2020-12-04 02:16,Phoebe Bridgers,Motion Sickness,229760
2020-12-04 02:19,Yoke Lore,Beige,204208
2020-12-04 03:56,Taylor Swift,betty,95698
2020-12-04 04:00,Phoebe Bridgers,Scott Street,12190
2020-12-04 04:00,Taylor Swift,the last great american dynasty,231000
2020-12-04 04:00,Harry Styles,Adore You,682
2020-12-04 04:00,Noah Kahan,Maine,511
2020-12-04 04:04,Harry Styles,Adore You,207133
2020-12-04 04:12,Dominic Fike,Vampire,2496
2020-12-04 04:12,Noah Kahan,Maine,39364
2020-12-04 16:34,Matthew Halsall,Together,672520
2020-12-04 18:29,Yoko Miwa Trio,Sunshine Follows the Rain,378972
2020-12-04 20:01,The Daily,The President and Pre-Emptive Pardons,1077674
2020-12-04 20:05,Margaux Beylier,Calabasas,190200
2020-12-04 20:08,Sara Bareilles,Poetry by Dead Men,228349
2020-12-04 20:12,Harry Styles,Sweet Creature,224866
2020-12-04 21:18,Hozier,Someone New,37430
2020-12-04 21:22,Norah Jones,Sunrise,200626
2020-12-04 21:25,Norah Jones,Come Away With Me,198146
2020-12-04 21:30,Sara Bareilles,Manhattan,278546
2020-12-04 21:32,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack",149706
2020-12-04 21:36,Yuta Orisaka,Sakamichi,224760
2020-12-04 21:42,Ella Fitzgerald,Autumn In New York,356626
2020-12-05 16:50,Emma Stone,Audition (The Fools Who Dream),221216
2020-12-05 16:53,Peter McPoland,Romeo & Juliet,166137
2020-12-05 19:02,Phoebe Bridgers,Motion Sickness,3797
2020-12-05 19:04,Peter McPoland,Romeo & Juliet,166137
2020-12-05 19:08,Phoebe Bridgers,Motion Sickness,229760
2020-12-05 19:11,Sara Bareilles,Someone Who Loves Me,197836
2020-12-05 19:15,Jeremy Zucker,"oh, mexico",184480
2020-12-05 19:18,COIN,Crash My Car,188306
2020-12-05 21:11,Justin Hurwitz,Planetarium,74197
2020-12-05 21:14,Peter McPoland,Romeo & Juliet,166137
2020-12-05 21:17,Margaux Beylier,Calabasas,190200
2020-12-05 21:21,Phoebe Bridgers,Chinese Satellite,217070
2020-12-05 21:24,Noah Kahan,Glue Myself Shut,196201
2020-12-05 21:27,Wes Walker,Jordan Belfort,207911
2020-12-05 21:31,Margaux Beylier,Calabasas,190200
2020-12-05 21:34,X Ambassadors,Baptize Me,217933
2020-12-05 21:38,Hozier,Nina Cried Power (feat. Mavis Staples),225306
2020-12-05 21:42,Harry Styles,Ever Since New York,253386
2020-12-05 21:55,Taylor Swift,London Boy,176667
2020-12-05 22:33,Noah Kahan,Glue Myself Shut,7776
2020-12-05 22:37,Harry Styles,Falling,240133
2020-12-05 22:41,Sara Bareilles,Manhattan,278546
2020-12-05 22:45,COIN,Crash My Car,188306
2020-12-05 22:48,Mumford & Sons,The Cave,217986
2020-12-05 22:51,Taylor Swift,Cruel Summer,178426
2020-12-05 22:55,Noah Kahan,Mess,213320
2020-12-05 22:59,Maggie Rogers,The Knife,239333
2020-12-05 23:02,Yoke Lore,Beige,204208
2020-12-05 23:08,Phoebe Bridgers,Smoke Signals,324773
2020-12-05 23:11,Hozier,Someone New,222813
2020-12-05 23:16,Taylor Swift,betty,294521
2020-12-05 23:30,Maggie Rogers,Tim McGraw - Recorded At Spotify Studios NYC,57058
2020-12-05 23:33,blink-182,I Really Wish I Hated You,191066
2020-12-05 23:37,Angel Olsen,Shut Up Kiss Me,202200
2020-12-05 23:39,Still Woozy,Cooks,174105
2020-12-05 23:43,Cub Sport,Video (feat. Mallrat),184866
2020-12-05 23:48,The 1975,Somebody Else,347520
2020-12-05 23:51,Heatwave,Mind Blowing Decisions,42342
2020-12-05 23:51,Clairo,Hello?,135016
2020-12-05 23:53,Sara Bareilles,Eden,175406
2020-12-05 23:54,Jessie Reyez,INTRUDERS,185066
2020-12-05 23:58,Silvana Estrada,Para Siempre,201452
2020-12-06 00:00,Ambar Lucid,A letter to my younger self,138223
2020-12-06 00:00,Vanessa Zamora,Colores,6365
2020-12-06 00:02,Ambar Lucid,A letter to my younger self,138223
2020-12-06 00:07,Vanessa Zamora,Colores,274653
2020-12-06 00:18,Alaina Castillo,no vuelvas a mirar atrás,245945
2020-12-06 00:20,adan diaz,do re mi,77173
2020-12-06 00:23,maye,Tú,206611
2020-12-06 00:27,Irene Diaz,Crazy Love,226200
2020-12-06 01:16,MARO,Não Faz Sentido,98165
2020-12-06 01:20,Hozier,Nobody,210573
2020-12-06 01:25,Mumford & Sons,I Will Wait,276720
2020-12-06 01:28,Phoebe Bridgers,Motion Sickness,229760
2020-12-06 01:32,Phoebe Bridgers,ICU,190093
2020-12-06 01:36,Taylor Swift,betty,294521
2020-12-06 03:53,COIN,Crash My Car,20024
2020-12-06 03:54,Sarah Harmer,I Am Aglow,2496
2020-12-06 06:05,Kacey Musgraves,Butterflies,1813
2020-12-06 06:08,Peter McPoland,Romeo & Juliet,166137
2020-12-06 06:13,Taylor Swift,betty,294521
2020-12-06 18:15,Taylor Swift,august,240762
2020-12-06 18:19,Sara Bareilles,Eden,245493
2020-12-06 18:20,Hozier,Work Song,42006
2020-12-06 18:26,Hozier,Nobody,397901
2020-12-06 18:26,Harry Styles,Falling,11220
2020-12-06 18:30,Sara Bareilles,Someone Who Loves Me,15188
2020-12-06 18:30,Margaux Beylier,Calabasas,190200
2020-12-06 18:33,Sara Bareilles,Manhattan,4795
2020-12-06 18:33,Dominic Fike,Chicken Tenders,170405
2020-12-06 18:37,Hozier,Jackie and Wilson,223120
2020-12-06 18:41,City and Colour,The Lonely Life,273582
2020-12-06 18:45,Phoebe Bridgers,Chinese Satellite,217070
2020-12-06 18:48,Phoebe Bridgers,Kyoto,184524
2020-12-06 18:52,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),245653
2020-12-06 18:54,Margaux Beylier,Calabasas,141656
2020-12-06 21:23,Yuta Orisaka,Sakamichi,224760
2020-12-06 21:28,Simon & Garfunkel,The Boxer,308520
2020-12-06 21:34,Phoebe Bridgers,Smoke Signals,324773
2020-12-06 21:38,Sara Bareilles,Saint Honesty,274677
2020-12-06 21:41,Simon & Garfunkel,The Times They Are A-Changin',170200
2020-12-06 21:44,Phoebe Bridgers,Kyoto (Copycat Killer Version),181213
2020-12-06 21:48,Taylor Swift,cardigan,239560
2020-12-06 21:53,Phoebe Bridgers,Scott Street,305000
2020-12-06 21:59,Ella Fitzgerald,Autumn In New York,356626
2020-12-06 22:01,Henry Mancini,Moon River(Vocal Audrey Hepburn),125585
2020-12-06 22:06,Phoebe Bridgers,Moon Song,277676
2020-12-06 22:10,Simon & Garfunkel,The Only Living Boy in New York,238413
2020-12-06 22:14,Natalia Lafourcade,Lo Que Construimos,279213
2020-12-06 22:18,Norah Jones,Don't Know Why,186146
2020-12-06 22:21,Sara Bareilles,Someone Who Loves Me,197836
2020-12-06 22:25,Sara Bareilles,Manhattan,278546
2020-12-06 22:29,Emma Stone,Audition (The Fools Who Dream),228266
2020-12-06 22:32,Ambar Lucid,A letter to my younger self,138223
2020-12-06 22:33,Justin Hurwitz,Mia & Sebastian’s Theme,98040
2020-12-06 22:37,Taylor Swift,exile (feat. Bon Iver),144697
2020-12-06 22:45,Hozier,Nobody,210573
2020-12-06 22:50,Taylor Swift,august,261920
2020-12-06 22:54,Sara Bareilles,Orpheus,253395
2020-12-06 23:06,Hozier,Almost (Sweet Music),87352
2020-12-06 23:10,Sara Bareilles,Eden,245493
2020-12-06 23:13,Peter McPoland,Romeo & Juliet,166137
2020-12-06 23:18,Taylor Swift,Cornelia Street,287266
2020-12-07 01:21,Sara Bareilles,Someone Who Loves Me,6794
2020-12-07 01:25,Yuta Orisaka,Sakamichi,224760
2020-12-07 01:28,Phoebe Bridgers,Kyoto (Copycat Killer Version),181213
2020-12-07 01:32,Sara Bareilles,Saint Honesty,274677
2020-12-07 01:36,Norah Jones,Come Away With Me,198146
2020-12-07 01:41,Phoebe Bridgers,Scott Street,305000
2020-12-07 01:43,Simon & Garfunkel,The Times They Are A-Changin',170200
2020-12-07 01:46,Simon & Garfunkel,Bleecker Street,163680
2020-12-07 01:51,Sara Bareilles,Manhattan,278546
2020-12-07 01:55,Phoebe Bridgers,Moon Song,277676
2020-12-07 02:00,Sara Bareilles,Miss Simone,253141
2020-12-07 02:04,Emma Stone,Audition (The Fools Who Dream),228266
2020-12-07 02:09,Phoebe Bridgers,Smoke Signals,324773
2020-12-07 02:15,Ella Fitzgerald,Autumn In New York,356626
2020-12-07 02:20,Simon & Garfunkel,The Boxer,308520
2020-12-07 02:24,Sara Bareilles,Orpheus,253395
2020-12-07 02:27,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack",149706
2020-12-07 19:22,Justin Hurwitz,Planetarium,218406
2020-12-07 19:24,Ambar Lucid,A letter to my younger self,138223
2020-12-07 19:28,Simon & Garfunkel,The Only Living Boy in New York,238413
2020-12-07 19:31,Sara Bareilles,Someone Who Loves Me,197836
2020-12-07 19:35,Norah Jones,Don't Know Why,186146
2020-12-07 19:37,Henry Mancini,Moon River(Vocal Audrey Hepburn),125585
2020-12-07 19:41,Natalia Lafourcade,Lo Que Construimos,279213
2020-12-07 19:45,Norah Jones,Sunrise,200626
2020-12-07 19:49,Taylor Swift,exile (feat. Bon Iver),285634
2020-12-07 19:53,Taylor Swift,cardigan,239560
2020-12-07 19:55,Justin Hurwitz,Mia & Sebastian’s Theme,98040
2020-12-07 19:59,Taylor Swift,invisible string,252880
2020-12-07 20:02,Phoebe Bridgers,ICU,190093
2020-12-07 20:06,Bon Iver,"Hey, Ma",216706
2020-12-07 20:10,Maggie Rogers,Tim McGraw - Recorded At Spotify Studios NYC,250836
2020-12-07 20:14,Harry Styles,"Girl Crush - Recorded at Metropolis Studios, London",243804
2020-12-07 20:19,Sara Bareilles,Orpheus,253395
2020-12-07 20:23,Taylor Swift,my tears ricochet,255893
2020-12-07 20:26,Phoebe Bridgers,Kyoto,184524
2020-12-07 20:30,Emma Stone,Audition (The Fools Who Dream),228266
2020-12-08 01:56,Maggie Rogers,Fallingwater,148121
2020-12-08 02:02,Dominic Fike,Chicken Tenders,170405
2020-12-08 02:05,Matt Maeson,Hallucinogenics,187173
2020-12-08 02:11,Taylor Swift,London Boy,190240
2020-12-08 02:34,Dominic Fike,Vampire,186050
2020-12-08 02:34,Sara Bareilles,Manhattan,6061
2020-12-08 02:38,Noah Kahan,Maine,232618
2020-12-08 02:41,Leighton Meester,Run Away,219256
2020-12-08 02:42,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),21301
2020-12-08 22:13,Sara Bareilles,Someone Who Loves Me,1962
2020-12-08 22:16,Maggie Rogers,Alaska,188000
2020-12-08 22:21,Taylor Swift,Back To December,293026
2020-12-08 22:26,City and Colour,The Lonely Life,273582
2020-12-08 23:27,Taylor Swift,cardigan,27165
2020-12-08 23:31,Harry Styles,Sweet Creature,224866
2020-12-08 23:35,Hozier,Someone New,222813
2020-12-08 23:39,Harry Styles,Falling,240133
2020-12-08 23:43,Simon & Garfunkel,The Only Living Boy in New York,238413
2020-12-08 23:45,Sarah Harmer,I Am Aglow,157618
2020-12-09 16:39,The Daily,The Beginning of the End of the Pandemic,930560
2020-12-09 22:33,Briston Maroney,Freakin' Out On the Interstate,251906
2020-12-09 22:37,Hozier,Work Song,229720
2020-12-09 22:39,Mumford & Sons,The Cave,119549
2020-12-09 22:43,Taylor Swift,august,261920
2020-12-09 23:02,Leighton Meester,Run Away,1322
2020-12-09 23:02,Simon & Garfunkel,The Only Living Boy in New York,125676
2020-12-09 23:07,City and Colour,The Lonely Life,273582
2020-12-09 23:10,Yoke Lore,Beige,204208
2020-12-09 23:14,Phoebe Bridgers,Chinese Satellite,217070
2020-12-09 23:17,Phoebe Bridgers,Motion Sickness,229760
2020-12-09 23:21,Noah Kahan,Glue Myself Shut,196201
2020-12-09 23:23,Hozier,Nobody,137584
2020-12-11 19:18,Taylor Swift,evermore (feat. Bon Iver),2048
2020-12-11 19:22,Taylor Swift,willow,214706
2020-12-11 19:27,Taylor Swift,evermore (feat. Bon Iver),304106
2020-12-11 19:32,Taylor Swift,coney island (feat. The National),275320
2020-12-11 19:34,Taylor Swift,tolerate it,152142
2020-12-11 22:08,Kylie Minogue,Unstoppable,213237
2020-12-11 22:10,The Beatles,Norwegian Wood (This Bird Has Flown) - Remastered 2009,124693
2020-12-11 22:12,Simon & Garfunkel,Homeward Bound,149613
2020-12-11 22:15,Seinabo Sey,Still,173209
2020-12-11 22:18,Wayne Newton,Danke Schoen,155333
2020-12-11 22:22,Little River Band,Reminiscing - Remastered,253080
2020-12-11 22:26,John Mayer,Daughters,236183
2020-12-11 22:29,Death Cab for Cutie,I Will Follow You into the Dark,189186
2020-12-11 22:33,Death Cab for Cutie,Title and Registration,219266
2020-12-11 22:34,Noah And The Whale,Blue Skies,63891
2020-12-11 22:37,The Monkees,Me & Magdalena,213706
2020-12-11 22:41,Etta James,A Sunday Kind Of Love,196133
2020-12-11 22:45,Van Morrison,Moondance - 2013 Remaster,274040
2020-12-11 22:47,Simon & Garfunkel,April Come She Will,109013
2020-12-11 22:50,Simon & Garfunkel,Homeward Bound,149613
2020-12-11 22:56,Billy Joel,New York State of Mind,362400
2020-12-11 23:00,Carole King,It's Too Late,233173
2020-12-11 23:03,Van Morrison,Into the Mystic - 2013 Remaster,205613
2020-12-11 23:06,Lake Street Dive,I Can Change,191693
2020-12-11 23:08,The Beatles,Till There Was You - Remastered 2009,133506
2020-12-11 23:12,Carole King,So Far Away,235626
2020-12-11 23:15,Jim Croce,New York's Not My Home,189053
2020-12-11 23:18,The Beatles,Norwegian Wood (This Bird Has Flown) - Remastered 2009,124693
2020-12-11 23:22,"Harry Connick, Jr.",Love Is Here to Stay,250200
2020-12-11 23:25,Norah Jones,Carry On,168106
2020-12-11 23:27,The Beatles,Michelle - Remastered 2009,162373
2020-12-11 23:30,Ella Fitzgerald,Manhattan,171533
2020-12-11 23:33,Etta James,At Last,179693
2020-12-11 23:36,Billie Holiday,As Time Goes By,194573
2020-12-11 23:40,Jack Johnson,Sunsets For Somebody Else,210466
2020-12-11 23:43,Frank Sinatra,Autumn Leaves - 1999 / Digital Remaster,172866
2020-12-11 23:47,Little River Band,Reminiscing - Remastered,253080
2020-12-11 23:51,Hozier,Someone New,222813
2020-12-11 23:54,Billy Joel,If I Only Had the Words (To Tell You),214520
2020-12-11 23:59,Carly Simon,You're so Vain,258411
2020-12-12 00:03,Simon & Garfunkel,The Only Living Boy in New York,238413
2020-12-12 00:06,"Peter, Paul and Mary",Leaving on a Jet Plane,207240
2020-12-12 00:10,Frank Sinatra,It Had To Be You - 2009 Remaster,234666
2020-12-12 00:13,Billy Joel,She's Always a Woman,201373
2020-12-12 00:18,Joni Mitchell,A Case of You,263480
2020-12-12 00:20,The Beatles,Blackbird - Remastered 2009,138386
2020-12-12 05:53,Wayne Newton,Danke Schoen,100288
2020-12-12 07:09,Taylor Swift,dorothea,225880
2020-12-12 07:13,Taylor Swift,willow,214706
2020-12-12 07:16,Taylor Swift,gold rush,185320
2020-12-12 16:38,Taylor Swift,‘tis the damn season,173456
2020-12-12 16:43,Taylor Swift,evermore (feat. Bon Iver),304106
2020-12-12 16:47,Taylor Swift,dorothea,225880
2020-12-12 16:50,Taylor Swift,willow,214706
2020-12-12 16:53,Taylor Swift,gold rush,185320
2020-12-12 16:57,Taylor Swift,long story short,215920
2020-12-12 17:01,Taylor Swift,‘tis the damn season,229840
2020-12-12 17:04,Taylor Swift,"no body, no crime (feat. HAIM)",215626
2020-12-12 17:09,Taylor Swift,champagne problems,244000
2020-12-12 17:13,Taylor Swift,cowboy like me,275040
2020-12-12 17:15,Taylor Swift,coney island (feat. The National),115545
2020-12-12 17:18,Kid Cudi,Lovin’ Me (feat. Phoebe Bridgers),165893
2020-12-12 17:18,Kid Cudi,Beautiful Trip,22726
2020-12-12 17:22,Taylor Swift,willow,214706
2020-12-12 17:26,Taylor Swift,‘tis the damn season,229840
2020-12-12 17:26,Taylor Swift,gold rush,32383
2020-12-12 17:30,Taylor Swift,willow,214706
2020-12-12 17:30,Taylor Swift,tolerate it,6809
2020-12-12 17:33,Taylor Swift,willow,214706
2020-12-12 17:38,Taylor Swift,tolerate it,245440
2020-12-12 17:41,Taylor Swift,gold rush,185320
2020-12-12 17:44,Taylor Swift,long story short,215920
2020-12-12 17:49,Taylor Swift,coney island (feat. The National),275320
2020-12-12 17:53,Taylor Swift,‘tis the damn season,229840
2020-12-12 17:57,Taylor Swift,marjorie,257773
2020-12-12 18:29,Taylor Swift,happiness,236606
2020-12-12 18:33,Taylor Swift,willow,214706
2020-12-12 18:35,Taylor Swift,closure,58372
2020-12-12 18:40,Taylor Swift,willow,214706
2020-12-12 18:43,Taylor Swift,I Forgot That You Existed,170640
2020-12-12 18:46,Taylor Swift,The Archer,211240
2020-12-12 18:50,Taylor Swift,London Boy,190240
2020-12-12 18:53,Taylor Swift,hoax,220042
2020-12-12 18:59,Taylor Swift,Enchanted,352186
2020-12-12 19:04,Taylor Swift,exile (feat. Bon Iver),285634
2020-12-12 19:04,Taylor Swift,I Think He Knows,9537
2020-12-12 19:08,Taylor Swift,Lover,221306
2020-12-12 19:11,Taylor Swift,False God,200306
2020-12-12 19:14,Taylor Swift,closure,180653
2020-12-12 19:18,Taylor Swift,ivy,260440
2020-12-12 19:22,Taylor Swift,‘tis the damn season,229840
2020-12-12 19:23,Taylor Swift,Soon You’ll Get Better (feat. The Chicks),30777
2020-12-12 19:27,Taylor Swift,dorothea,225880
2020-12-12 19:29,Taylor Swift,You Need To Calm Down,171360
2020-12-12 19:33,Taylor Swift,cardigan,239560
2020-12-12 19:37,Taylor Swift,the 1,210251
2020-12-12 19:41,Taylor Swift,Getaway Car,233626
2020-12-12 19:41,Taylor Swift,this is me trying,38336
2020-12-12 19:45,Taylor Swift,long story short,215920
2020-12-12 19:48,Taylor Swift,It’s Nice To Have A Friend,150440
2020-12-12 19:53,Taylor Swift,evermore (feat. Bon Iver),304106
2020-12-12 19:56,Taylor Swift,"no body, no crime (feat. HAIM)",215626
2020-12-12 20:03,Taylor Swift,Dear John,403920
2020-12-12 20:08,Taylor Swift,All Too Well,327893
2020-12-12 20:09,Taylor Swift,mirrorball,17322
2020-12-12 20:12,Taylor Swift,The Man,190360
2020-12-12 20:16,Taylor Swift,invisible string,252880
2020-12-12 20:20,Taylor Swift,champagne problems,244000
2020-12-12 20:25,Taylor Swift,my tears ricochet,255893
2020-12-12 20:29,Taylor Swift,august,261922
2020-12-12 20:34,Taylor Swift,Cornelia Street,287266
