endTime,artistName,trackName,msPlayed
2021-03-12 23:31,Rebounder,Night Sports,195913
2021-03-12 23:35,Peach Pit,You and Your Friends,236653
2021-03-12 23:39,Daniel Caesar,LOVE AGAIN,214277
2021-03-12 23:41,Mickey Darling,Big Sad,138562
2021-03-12 23:45,Frank Ocean,White Ferrari,248807
2021-03-12 23:49,Peach Pit,Being so Normal,220066
2021-03-12 23:52,Rebounder,Swim Zone,198779
2021-03-13 02:28,5 Seconds of Summer,Don't Stop,12543
2021-03-13 02:28,Oh Honey,Be Okay,1685
2021-03-13 02:28,Ed Sheeran,I See Fire,1322
2021-03-13 02:28,Death Cab for Cutie,I Will Follow You into the Dark,2133
2021-03-13 02:31,Margaux Beylier,Northern Italy,190214
2021-03-13 02:36,Clairo,Bags,260520
2021-03-13 03:47,Taylor Swift,willow,2645
2021-03-13 03:47,Rex Orange County,Sunflower,1856
2021-03-13 03:47,"Jump, Little Children",Mexico,241897
2021-03-13 03:47,Childish Gambino,Sober,1109
2021-03-13 03:47,Elton John,Your Song,789
2021-03-13 03:50,Otis Redding,(Sittin' On) the Dock of the Bay,163755
2021-03-13 03:53,Bad Suns,We Move Like The Ocean,189171
2021-03-13 03:56,Taylor Swift,cardigan,55758
2021-03-13 18:36,Florence + The Machine,Never Let Me Go,270973
2021-03-13 18:37,Rex Orange County,Sunflower,960
2021-03-13 18:37,The 1975,Somebody Else,1088
2021-03-13 18:37,Childish Gambino,Sober,1045
2021-03-13 18:37,Death Cab for Cutie,I Will Follow You into the Dark,27129
2021-03-13 18:41,COIN,Youuu,235266
2021-03-13 18:45,Of Monsters and Men,Dirty Paws,278373
2021-03-13 18:51,Taylor Swift,Love Story (Taylor’s Version),8085
2021-03-13 18:51,Matt Simons,Catch & Release,1898
2021-03-13 18:51,FRENSHIP,Capsize,474
2021-03-13 18:51,Rex Orange County,Loving Is Easy,704
2021-03-13 18:55,Hozier,Nobody,210573
2021-03-13 18:55,Phoebe Bridgers,Chinese Satellite,0
2021-03-13 18:58,Phoebe Bridgers,ICU,190093
2021-03-13 19:03,The 1975,If You’re Too Shy (Let Me Know),319370
2021-03-13 19:08,The 1975,Somebody Else,281130
2021-03-13 20:40,Mickey Darling,Big Sad,138562
2021-03-13 20:47,Finn,In Luv With U,273059
2021-03-13 20:50,Miniature Tigers,Like or Like Like,158653
2021-03-13 20:54,BETWEEN FRIENDS,affection,235225
2021-03-13 20:57,The Backseat Lovers,Pictures,196666
2021-03-13 21:01,Joji,I'LL SEE YOU IN 40,253780
2021-03-13 21:05,Declan McKenna,Why Do You Feel So Down,220706
2021-03-13 22:31,The Backseat Lovers,Pool House,122915
2021-03-13 22:35,Of Monsters and Men,Mountain Sound,211453
2021-03-13 22:35,Of Monsters and Men,King And Lionheart,14222
2021-03-13 22:40,Hozier,Be,289066
2021-03-13 22:43,Matt Maeson,Hallucinogenics,187173
2021-03-13 22:48,Taylor Swift,evermore (feat. Bon Iver),304106
2021-03-13 22:53,Lizzy McAlpine,Apple Pie,259166
2021-03-13 22:56,Ed Sheeran,Nancy Mulligan,179786
2021-03-13 23:00,FRENSHIP,Capsize,237706
2021-03-13 23:03,Alabama Shakes,Sound & Color,183293
2021-03-13 23:04,Phoebe Bridgers,Halloween,69693
2021-03-13 23:07,Hozier,Nobody,210573
2021-03-13 23:11,Taylor Swift,Love Story (Taylor’s Version),235766
2021-03-13 23:14,Grace Mitchell,Maneater,177022
2021-03-14 00:16,Hozier,Nobody,960
2021-03-14 00:16,Matt Maeson,Hallucinogenics,640
2021-03-14 00:16,Matt Simons,Catch & Release,682
2021-03-14 00:16,Hozier,Talk,2048
2021-03-14 00:19,Dominic Fike,Vampire,186050
2021-03-14 00:23,5 Seconds of Summer,She Looks So Perfect,202496
2021-03-14 00:26,Hozier,Like Real People Do,198026
2021-03-14 00:29,5 Seconds of Summer,Don't Stop,169935
2021-03-14 00:33,José González,Stay Alive,266906
2021-03-14 00:38,Olivia Rodrigo,drivers license,242013
2021-03-14 03:18,Taylor Swift,Getaway Car,97288
2021-03-14 03:21,Hippo Campus,Golden,208280
2021-03-14 03:26,Hozier,NFWMB,259253
2021-03-14 03:29,Of Monsters and Men,Mountain Sound,211453
2021-03-14 03:30,Of Monsters and Men,Hunger,49262
2021-03-14 03:30,Yoke Lore,Beige,874
2021-03-14 03:33,Maggie Rogers,Alaska,179861
2021-03-14 03:36,Francisco Martin,Alaska - Performance Version,185875
2021-03-14 03:39,Of Monsters and Men,Lakehouse,133454
2021-03-14 14:47,Kid Cudi,All Along,202813
2021-03-14 14:50,Cage The Elephant,Ready To Let Go,187973
2021-03-14 14:52,Dominic Fike,Babydoll,97960
2021-03-14 14:54,Mickey Darling,Chill Pill,144062
2021-03-14 14:58,Krooked Kings,Fool's Gold,218571
2021-03-14 15:01,ROLE MODEL,blind,153293
2021-03-14 15:08,Grady,CAN YOU HEAR THE MOON,103707
2021-03-14 15:11,5 Seconds of Summer,She Looks So Perfect,202496
2021-03-14 15:16,Lady Gaga,Shallow,17183
2021-03-14 15:16,"Jump, Little Children",Mexico,276600
2021-03-14 15:19,José González,Heartbeats,161680
2021-03-14 15:22,David Archuleta,Crush,213520
2021-03-14 15:22,Of Monsters and Men,King And Lionheart,11960
2021-03-14 15:25,Maggie Rogers,Alaska,188000
2021-03-14 15:29,Taylor Swift,New Year’s Day,235466
2021-03-14 15:32,Sara Bareilles,Saint Honesty,5806
2021-03-14 15:32,Ed Sheeran,Galway Girl,170826
2021-03-14 15:36,Ron Pope,A Drop In The Ocean,220239
2021-03-14 15:41,Olivia Rodrigo,drivers license,7123
2021-03-14 15:41,Ed Sheeran,I See Fire,300746
2021-03-14 15:44,Matt Maeson,Hallucinogenics,187173
2021-03-14 15:49,Ed Sheeran,Castle on the Hill,261153
2021-03-14 15:54,Simon & Garfunkel,The Boxer,308520
2021-03-14 15:58,Hozier,Sunlight,257346
2021-03-14 16:01,Grace Mitchell,Maneater,11984
2021-03-14 16:01,5 Seconds of Summer,Don't Stop,169935
2021-03-14 16:05,The 1975,Chocolate,224640
2021-03-14 16:09,Hozier,Jackie and Wilson,223120
2021-03-14 16:20,Taylor Swift,willow,214706
2021-03-14 16:24,5 Seconds of Summer,Good Girls,206423
2021-03-14 16:27,Dominic Fike,Chicken Tenders,170405
2021-03-14 16:29,Still Woozy,Window,139293
2021-03-14 16:33,The 1975,Settle Down,239853
2021-03-14 16:37,Phoebe Bridgers,Chinese Satellite,217070
2021-03-14 16:40,Of Monsters and Men,Hunger,10694
2021-03-14 16:40,Hippo Campus,Golden,208280
2021-03-14 16:44,Taylor Swift,right where you left me - bonus track,245026
2021-03-14 16:45,Bad Suns,Cardiac Arrest,8617
2021-03-14 16:45,Bad Suns,We Move Like The Ocean,1557
2021-03-14 16:45,Rex Orange County,Best Friend,2858
2021-03-14 16:45,Rex Orange County,Loving Is Easy,2496
2021-03-14 16:48,Hozier,Like Real People Do,198026
2021-03-14 16:52,Taylor Swift,champagne problems,244000
2021-03-14 16:55,5 Seconds of Summer,Heartbreak Girl,198374
2021-03-14 16:56,Ben Howard,Only Love,10770
2021-03-14 16:57,Clairo,Bags,69567
2021-03-14 16:57,Of Monsters and Men,Human,2048
2021-03-14 17:00,Phoebe Bridgers,ICU,190093
2021-03-14 17:04,Florence + The Machine,Never Let Me Go,270973
2021-03-14 17:08,Noah Kahan,Glue Myself Shut,196201
2021-03-14 17:12,Of Monsters and Men,Dirty Paws,278373
2021-03-14 17:17,Hozier,"Wasteland, Baby!",266466
2021-03-14 17:20,Yoke Lore,Beige,204208
2021-03-14 17:23,Jake Bugg,Two Fingers,195986
2021-03-14 17:28,Hozier,Shrike,298880
2021-03-14 17:32,5 Seconds of Summer,18,189009
2021-03-14 17:35,Of Monsters and Men,Lakehouse,7252
2021-03-14 17:35,Francisco Martin,Alaska - Performance Version,185875
2021-03-14 17:35,Hozier,Be,3071
2021-03-14 17:39,Maggie Rogers,Fallingwater,271200
2021-03-14 17:44,Hozier,NFWMB,259253
2021-03-14 17:47,Sara Bareilles,Orpheus,215000
2021-03-14 17:47,Childish Gambino,Sober,1365
2021-03-14 17:47,Margaux Beylier,Northern Italy,2389
2021-03-14 17:47,James Bay,Collide,789
2021-03-14 17:47,Elton John,Your Song,789
2021-03-14 17:53,The 1975,If You’re Too Shy (Let Me Know),319370
2021-03-14 17:56,Justin Bieber,Holy - Acoustic,205815
2021-03-14 21:23,Taylor Swift,ivy,18261
2021-03-14 21:27,LaLion,I Can't Explain,211596
2021-03-14 21:29,Wallows,Remember When,155146
2021-03-14 21:32,Aidan Bissett,Worst Girls of All Time,173482
2021-03-14 21:36,Buddha Trixie,Stay,239682
2021-03-14 21:41,Frank Ocean,Biking,277520
2021-03-14 21:45,"Tyler, The Creator",Answer,230066
2021-03-14 21:47,The Kid LAROI,WITHOUT YOU,161384
2021-03-14 21:50,Still Woozy,Cooks,174105
2021-03-14 21:54,Mickey Darling,Reverse Cowgirl,219452
2021-03-14 21:57,Khalid,Angels,170680
2021-03-14 22:00,Kevin Abstract,Peach,176732
2021-03-14 22:03,Current Joys,Symphonia IX,181360
2021-03-14 22:06,Dayglow,Close To You,194693
2021-03-14 22:12,Hippo Campus,warm glow,358870
2021-03-14 22:16,Foster The People,Imagination,256266
2021-03-14 22:20,Peach Pit,Being so Normal,220066
2021-03-14 22:21,Mickey Darling,Pity Party,33429
2021-03-14 22:21,Hundred Waters,"Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal) - Skrillex Remix",48365
2021-03-14 22:24,Current Joys,New Flesh,167986
2021-03-14 22:27,Rebounder,Night Sports,195913
2021-03-14 22:31,girl in red,i'll die anyway.,192612
2021-03-14 22:34,Cage The Elephant,Cigarette Daydreams,208760
2021-03-14 22:38,Declan McKenna,Why Do You Feel So Down,220706
2021-03-14 22:41,"Tyler, The Creator","GONE, GONE / THANK YOU",18270
2021-03-14 22:41,Dayglow,Hot Rod,204014
2021-03-14 22:45,Mickey Darling,Protein Shake,198500
2021-03-14 22:48,Del Water Gap,Let's Pretend,212690
2021-03-15 14:51,Florence + The Machine,Ship To Wreck,234526
2021-03-15 15:57,5 Seconds of Summer,Don't Stop,116333
2021-03-15 16:02,Maggie Rogers,Fallingwater,271200
2021-03-15 17:45,Otis Redding,(Sittin' On) the Dock of the Bay,129558
2021-03-15 17:48,Dominic Fike,Politics & Violence,182080
2021-03-15 17:52,Dayglow,Hot Rod,204014
2021-03-15 17:56,Buddha Trixie,Stay,239682
2021-03-15 18:00,Finn,In Luv With U,273059
2021-03-15 18:03,Mickey Darling,Pity Party,174562
2021-03-15 18:06,The Rare Occasions,Notion,195120
2021-03-15 18:09,Rebounder,Slow Angel,152594
2021-03-15 18:14,BØRNS,Past Lives,274320
2021-03-15 18:17,Briston Maroney,I've Been Waiting,211530
2021-03-15 18:20,Still Woozy,Goodie Bag,146390
2021-03-15 18:24,Frank Ocean,Ivy,249191
2021-03-15 18:26,Mickey Darling,Chill Pill,144062
2021-03-15 18:40,Yoke Lore,Beige,3178
2021-03-15 18:40,Surf Curse,In My Head Till I'm Dead,169161
2021-03-15 18:44,Hozier,Nobody,210573
2021-03-15 18:48,Jacob Collier,Time Alone With You (feat. Daniel Caesar),255946
2021-03-15 18:48,5 Seconds of Summer,End Up Here,14549
2021-03-15 18:53,Clairo,Bags,260520
2021-03-15 18:57,Elton John,Your Song,241786
2021-03-15 19:00,The 1975,Chocolate,224640
2021-03-15 19:05,Of Monsters and Men,King And Lionheart,273853
2021-03-15 19:08,Ed Sheeran,Galway Girl,170826
2021-03-15 21:50,Taylor Swift,Cornelia Street,134844
2021-03-15 21:54,Black Pumas,Colors,246586
2021-03-15 21:55,Black Pumas,Fire,14588
2021-03-15 21:58,Jacob Collier,Here Comes The Sun (feat. dodie),238360
2021-03-15 22:06,Jacob Collier,Sky Above,251733
2021-03-15 22:10,Jacob Collier,Every Little Thing She Does Is Magic,278750
2021-03-15 22:17,Jacob Collier,Time To Rest Your Weary Head,369426
2021-03-15 22:22,Jacob Collier,Home Is,345270
2021-03-15 22:24,Jacob Collier,Light It Up On Me,125066
2021-03-15 22:27,Jacob Collier,Count The People (feat. Jessie Reyez & T-Pain),167546
2021-03-15 22:30,Jacob Collier,To Sleep,192386
2021-03-15 22:31,Jacob Collier,Bakumbe (feat. Sam Amidon),20739
2021-03-16 04:33,Jacob Collier,To Sleep,176469
2021-03-16 14:57,Jacob Collier,Every Little Thing She Does Is Magic,278750
2021-03-16 15:02,Jacob Collier,Nebaluyo (feat. Oumou Sangaré),280216
2021-03-16 15:06,Jacob Collier,In Too Deep (feat. Kiana Ledé),232706
2021-03-16 15:09,Jacob Collier,À Noite - Interlude,144733
2021-03-16 15:11,Jacob Collier,Butterflies,122293
2021-03-16 15:15,Jacob Collier,Running Outta Love (feat. Tori Kelly),265586
2021-03-16 18:42,Jacob Collier,All I Need (with Mahalia & Ty Dolla $ign),7101
2021-03-16 18:45,Black Pumas,Sweet Conversations,202600
2021-03-16 18:51,Black Pumas,Eleanor Rigby,336733
2021-03-16 18:56,Black Pumas,Stay Gold,275333
2021-03-16 18:59,Black Pumas,Old Man,197053
2021-03-16 19:03,Black Pumas,Fire - Live from Capitol Studio A,230914
2021-03-16 19:07,Black Pumas,Sugar Man,261605
2021-03-16 19:12,Black Pumas,Confines - Live In Studio,289720
2021-03-16 19:56,Black Pumas,Red Rover - Live from Capitol Studio A,87413
2021-03-16 20:00,Black Pumas,Colors,246586
2021-03-16 20:05,Jacob Collier,Time Alone With You (feat. Daniel Caesar),256240
2021-03-16 20:08,Francisco Martin,Alaska - Performance Version,185875
2021-03-16 20:12,Black Pumas,I'm Ready,420
2021-03-16 20:12,Taylor Swift,right where you left me - bonus track,245026
2021-03-16 20:15,Hozier,Nobody,0
2021-03-16 20:15,Wild Rivers,Thinking 'Bout Love - Acoustic,184064
2021-03-16 20:18,Margaux Beylier,Northern Italy,189013
2021-03-16 20:22,Lizzy McAlpine,Apple Pie,249557
2021-03-16 20:26,AnnenMayKantereit,Tom's Diner,190400
2021-03-16 20:30,Florence + The Machine,Ship To Wreck,234526
2021-03-16 20:34,Vance Joy,Georgia,230506
2021-03-16 20:38,Adele,Water Under the Bridge,240439
2021-03-16 20:41,Ed Sheeran,Barcelona,191146
2021-03-16 20:45,Hozier,Jackie and Wilson,223120
2021-03-16 20:48,Dominic Fike,Vampire,186050
2021-03-16 20:52,Taylor Swift,Love Story (Taylor’s Version),235766
2021-03-16 20:57,The 1975,If You’re Too Shy (Let Me Know),265568
2021-03-17 13:21,Phoebe Bridgers,Motion Sickness,229760
2021-03-17 13:24,Justin Bieber,Holy - Acoustic,205815
2021-03-17 13:27,Otis Redding,(Sittin' On) the Dock of the Bay,163755
2021-03-17 13:30,Unknown Artist,Unknown Track,189732
2021-03-17 13:57,Wild Rivers,Thinking 'Bout Love - Acoustic,184064
2021-03-17 14:02,Lizzy McAlpine,Apple Pie,259166
2021-03-17 14:06,Maroon 5,Sunday Morning,244866
2021-03-17 14:08,Simon & Garfunkel,"Wednesday Morning, 3 A.M. - Live at Lincoln Center, New York City, NY - January 1967",163093
2021-03-17 14:44,Ed Sheeran,Castle on the Hill,211787
2021-03-17 14:48,Black Pumas,Colors,246586
2021-03-17 16:01,Jacob Collier,Time Alone With You (feat. Daniel Caesar),143676
2021-03-17 16:04,Francisco Martin,Alaska - Performance Version,185875
2021-03-17 16:18,Taylor Swift,right where you left me - bonus track,240313
2021-03-17 16:22,Jacob Collier,Time Alone With You (feat. Daniel Caesar),256240
2021-03-17 17:37,Black Pumas,Colors,186289
2021-03-17 17:41,Black Pumas,Know You Better,249920
2021-03-17 17:46,Black Pumas,OCT 33,289706
2021-03-17 17:51,Black Pumas,Fast Car,341053
2021-03-17 17:56,Black Pumas,Stay Gold,275333
2021-03-17 18:01,Black Pumas,OCT 33 - Live In Studio,283863
2021-03-18 20:38,Maroon 5,Sunday Morning,244866
2021-03-18 20:44,Taylor Swift,Dear John,403920
2021-03-18 20:45,5 Seconds of Summer,End Up Here,32944
2021-03-18 20:48,Dominic Fike,Chicken Tenders,170405
2021-03-18 20:51,Justin Bieber,Holy - Acoustic,205815
2021-03-18 20:56,Of Monsters and Men,Dirty Paws,278373
2021-03-18 20:59,Simon & Garfunkel,"Wednesday Morning, 3 A.M. - Live at Lincoln Center, New York City, NY - January 1967",163093
2021-03-18 21:03,Hozier,Movement,237800
2021-03-18 21:07,Maggie Rogers,Fallingwater,271200
2021-03-18 21:10,Otis Redding,(Sittin' On) the Dock of the Bay,163755
2021-03-18 21:14,COIN,Youuu,235266
2021-03-18 21:17,Ed Sheeran,Barcelona,191146
2021-03-18 21:21,Lady Gaga,Shallow,215733
2021-03-18 21:24,Yoke Lore,Beige,204208
2021-03-18 21:28,Matt Simons,Catch & Release,240466
2021-03-18 21:32,Bad Suns,We Move Like The Ocean,7171
2021-03-18 21:32,Childish Gambino,3005,234215
2021-03-18 21:36,Childish Gambino,Sober,252026
2021-03-18 21:40,David Archuleta,Crush,213520
2021-03-18 21:44,José González,Stay Alive,266906
2021-03-18 21:49,Sara Bareilles,Orpheus,253395
2021-03-18 21:50,5 Seconds of Summer,Beside You,4543
2021-03-18 21:50,Ed Sheeran,I See Fire,60322
2021-03-18 21:53,Taylor Swift,Getaway Car,233626
2021-03-18 21:57,Wild Rivers,Thinking 'Bout Love - Acoustic,184064
2021-03-18 22:00,Hozier,Talk,206546
2021-03-18 22:04,Rex Orange County,Best Friend,262231
2021-03-18 22:05,Olivia Rodrigo,drivers license,6890
2021-03-18 22:08,5 Seconds of Summer,Heartbreak Girl,198374
2021-03-18 22:12,The 1975,Settle Down,239853
2021-03-18 22:20,Phoebe Bridgers,Chinese Satellite,79086
2021-03-18 22:23,Hozier,Like Real People Do,198026
2021-03-18 22:26,Alabama Shakes,Sound & Color,183293
2021-03-18 22:29,Noah Kahan,Glue Myself Shut,196201
2021-03-18 22:32,Maggie Rogers,Alaska,188000
2021-03-18 22:37,Clairo,Bags,260520
2021-03-18 22:41,Adele,Water Under the Bridge,240439
2021-03-18 22:45,Taylor Swift,cardigan,239560
2021-03-18 22:49,Taylor Swift,Cornelia Street,7402
2021-03-18 22:49,FRENSHIP,Capsize,13692
2021-03-18 22:49,Noah Kahan,Maine,232618
2021-03-18 22:54,Taylor Swift,evermore (feat. Bon Iver),304106
2021-03-18 22:58,The 1975,Robbers,254493
2021-03-18 23:03,AnnenMayKantereit,Tom's Diner,269333
2021-03-18 23:08,The 1975,If You’re Too Shy (Let Me Know),319370
2021-03-18 23:12,Phoebe Bridgers,Motion Sickness,229760
2021-03-18 23:16,Taylor Swift,New Year’s Day,235466
2021-03-18 23:18,Ed Sheeran,Hearts Don't Break Around Here,130176
2021-03-18 23:21,5 Seconds of Summer,Don't Stop,169935
2021-03-18 23:26,Simon & Garfunkel,The Boxer,308520
2021-03-18 23:29,Matt Maeson,Hallucinogenics,187173
2021-03-19 00:04,Ben Howard,Only Love,853
2021-03-19 00:04,Ron Pope,A Drop In The Ocean,20487
2021-03-19 00:04,5 Seconds of Summer,Amnesia,1685
2021-03-19 00:08,José González,Heartbeats,1130
2021-03-19 00:08,Hozier,Sunlight,511
2021-03-19 00:08,José González,Step Out,1663
2021-03-19 00:08,Taylor Swift,willow,1023
2021-03-19 00:08,James Bay,Stealing Cars,810
2021-03-19 00:08,Sara Bareilles,Someone Who Loves Me,7874
2021-03-19 00:08,Ed Sheeran,Castle on the Hill,1088
2021-03-19 00:08,Ed Sheeran,Nancy Mulligan,938
2021-03-19 00:08,Vance Joy,Georgia,725
2021-03-19 00:08,Margaux Beylier,Northern Italy,874
2021-03-19 00:08,Justin Bieber,Anyone,1023
2021-03-19 00:08,Florence + The Machine,Ship To Wreck,234526
2021-03-19 00:11,Taylor Swift,willow,214706
2021-03-19 00:16,Hozier,Sunlight,257346
2021-03-19 00:50,Bad Suns,Cardiac Arrest,51810
2021-03-19 00:53,Phoebe Bridgers,ICU,190093
2021-03-19 00:56,5 Seconds of Summer,She Looks So Perfect,202496
2021-03-19 01:00,Phoebe Bridgers,Kyoto,184524
2021-03-19 01:04,Elton John,Your Song,241786
2021-03-19 01:07,The 1975,Chocolate,224640
2021-03-19 01:11,Still Woozy,Window,1237
2021-03-19 01:11,The 1975,Sex,10838
2021-03-19 01:11,Donnie Trumpet & The Social Experiment,Sunday Candy,226013
2021-03-19 01:15,Sara Bareilles,Saint Honesty,2931
2021-03-19 01:15,James Bay,Collide,203906
2021-03-19 01:20,Of Monsters and Men,Mountain Sound,1109
2021-03-19 01:20,Hozier,"Wasteland, Baby!",1514
2021-03-19 01:20,Rex Orange County,Sunflower,704
2021-03-19 01:20,Florence + The Machine,Never Let Me Go,1194
2021-03-19 01:20,Of Monsters and Men,Human,853
2021-03-19 01:20,5 Seconds of Summer,Long Way Home,1130
2021-03-19 01:20,Taylor Swift,Love Story (Taylor’s Version),1215
2021-03-19 01:20,Of Monsters and Men,Lakehouse,767
2021-03-19 01:20,Unknown Artist,Unknown Track,1237
2021-03-19 01:20,Francisco Martin,Alaska - Performance Version,981
2021-03-19 01:20,Oh Honey,Be Okay,853
2021-03-19 01:20,Hozier,Shrike,298880
2021-03-19 01:20,Hozier,Jackie and Wilson,18529
2021-03-19 01:20,Death Cab for Cutie,I Will Follow You into the Dark,853
2021-03-19 01:20,Phoebe Bridgers,Halloween,1066
2021-03-19 01:24,Hozier,Nobody,210573
2021-03-19 01:28,Hozier,Dinner & Diatribes,224146
2021-03-19 01:30,Ed Sheeran,Galway Girl,170826
2021-03-19 01:35,Hippo Campus,warm glow,281102
2021-03-19 18:55,Black Pumas,Colors,246586
2021-03-19 19:00,Taylor Swift,Cornelia Street,287266
2021-03-19 19:00,Ed Sheeran,Nancy Mulligan,5477
2021-03-19 19:04,Jacob Collier,Time Alone With You (feat. Daniel Caesar),256240
2021-03-19 19:07,Lizzy McAlpine,Apple Pie,5120
2021-03-19 19:07,Taylor Swift,evermore (feat. Bon Iver),10854
2021-03-19 19:07,Otis Redding,(Sittin' On) the Dock of the Bay,163755
2021-03-19 19:07,Margaux Beylier,Northern Italy,831
2021-03-19 19:10,Still Woozy,Window,139293
2021-03-19 20:03,Sara Bareilles,Saint Honesty,938
2021-03-19 20:03,Ed Sheeran,Barcelona,2154
2021-03-19 20:03,Taylor Swift,ivy,51971
2021-03-19 20:07,Vance Joy,Georgia,230506
2021-03-19 20:10,Justin Bieber,Holy - Acoustic,205815
2021-03-19 20:11,Of Monsters and Men,Hunger,48096
2021-03-19 20:11,FRENSHIP,Capsize,853
2021-03-19 20:15,The 1975,Settle Down,239853
2021-03-19 20:19,Rex Orange County,Sunflower,252230
2021-03-19 21:29,Ed Sheeran,Hearts Don't Break Around Here,55310
2021-03-19 21:29,James Bay,Stealing Cars,853
2021-03-19 21:29,Taylor Swift,cardigan,874
2021-03-19 21:29,Childish Gambino,Sober,512
2021-03-19 21:34,The 1975,If You’re Too Shy (Let Me Know),319370
2021-03-19 21:34,Taylor Swift,Love Story (Taylor’s Version),1237
2021-03-19 21:34,Hozier,Talk,6380
2021-03-19 21:37,Dominic Fike,Vampire,186050
2021-03-19 21:41,Grace Mitchell,Maneater,853
2021-03-19 21:41,"Jump, Little Children",Mexico,11076
2021-03-19 21:41,Ed Sheeran,Nancy Mulligan,1301
2021-03-19 21:41,Matt Simons,Catch & Release,1472
2021-03-19 21:41,Justin Bieber,Anyone,1066
2021-03-19 21:41,5 Seconds of Summer,Heartbreak Girl,198374
2021-03-19 21:41,5 Seconds of Summer,Amnesia,1152
2021-03-19 21:45,Taylor Swift,right where you left me - bonus track,245026
2021-03-19 22:31,Sara Bareilles,Someone Who Loves Me,183806
2021-03-19 22:34,Rex Orange County,Loving Is Easy,155720
2021-03-19 22:37,Jake Bugg,Simple As This,199453
2021-03-19 22:41,Hozier,Like Real People Do,198026
2021-03-19 22:44,James Bay,Collide,203906
2021-03-19 22:44,Death Cab for Cutie,I Will Follow You into the Dark,15485
2021-03-19 22:48,The 1975,Chocolate,224640
2021-03-19 22:52,Hippo Campus,Golden,208280
2021-03-19 22:55,Margaux Beylier,Northern Italy,190214
2021-03-19 22:59,Elton John,Your Song,241786
2021-03-19 23:33,5 Seconds of Summer,Beside You,147777
2021-03-20 01:19,Hit and Bitch,"I Fuck Men, but I'm Disappointed in Them",73984
2021-03-20 01:24,Taylor Swift,ivy,260440
2021-03-20 01:27,5 Seconds of Summer,End Up Here,181895
2021-03-20 01:29,Dominic Fike,Chicken Tenders,170405
2021-03-20 01:32,Still Woozy,Window,139293
2021-03-20 01:37,5 Seconds of Summer,Beside You,220250
2021-03-20 01:41,Justin Bieber,Holy - Acoustic,205815
2021-03-20 01:44,Dominic Fike,Vampire,186050
2021-03-20 01:47,James Bay,Collide,203906
2021-03-20 01:51,David Archuleta,Crush,213520
2021-03-20 01:54,Phoebe Bridgers,ICU,190093
2021-03-20 01:58,James Bay,Stealing Cars,223320
2021-03-20 02:00,The 1975,Somebody Else,147797
2021-03-20 15:39,James Bay,Stealing Cars,746
2021-03-20 15:39,The 1975,Chocolate,1600
2021-03-20 15:43,Yoke Lore,Beige,204208
2021-03-20 15:47,Grace Mitchell,Maneater,234906
2021-03-20 15:49,Dominic Fike,Chicken Tenders,170405
2021-03-20 15:52,Still Woozy,Window,139293
2021-03-20 15:56,The 1975,Robbers,254493
2021-03-20 16:18,Jacob Collier,Time Alone With You (feat. Daniel Caesar),192635
2021-03-20 16:23,Maroon 5,Sunday Morning,244866
2021-03-20 16:25,Ed Sheeran,Galway Girl,170826
2021-03-20 16:29,5 Seconds of Summer,Heartbreak Girl,198374
2021-03-20 16:34,Hozier,Be,289066
2021-03-20 16:55,COIN,Youuu,52540
2021-03-20 16:59,Hozier,Jackie and Wilson,223120
2021-03-20 17:02,Bad Suns,Cardiac Arrest,182518
2021-03-20 17:06,Taylor Swift,champagne problems,244000
2021-03-20 17:10,Ron Pope,A Drop In The Ocean,220239
2021-03-20 17:14,Ben Howard,Only Love,249173
2021-03-20 17:14,Hozier,Shrike,10630
2021-03-20 21:20,Taylor Swift,You Are In Love,267106
2021-03-20 21:24,Taylor Swift,Getaway Car,233626
2021-03-20 21:27,Noah Kahan,Glue Myself Shut,196201
2021-03-20 22:06,Taylor Swift,Love Story (Taylor’s Version),78930
2021-03-20 22:09,Francisco Martin,Alaska - Performance Version,185875
2021-03-20 22:14,Taylor Swift,All Too Well,327893
2021-03-20 22:17,Matt Maeson,Hallucinogenics,187173
2021-03-20 22:57,Rihanna,FourFiveSeconds,102443
2021-03-20 23:02,Hozier,Shrike,298880
2021-03-20 23:04,Rex Orange County,Loving Is Easy,155720
2021-03-20 23:08,Taylor Swift,Love Story (Taylor’s Version),8544
2021-03-20 23:08,5 Seconds of Summer,18,189009
2021-03-21 00:44,Taylor Swift,You Are In Love,267106
2021-03-21 00:48,Hozier,"Wasteland, Baby!",266466
2021-03-21 00:52,Hozier,Nobody,210573
2021-03-21 00:55,Hippo Campus,warm glow,214502
2021-03-21 19:25,Still Woozy,Habit,153871
2021-03-21 19:29,Dayglow,Hot Rod,204014
2021-03-21 19:32,More Fatter,Weirdo,181177
2021-03-21 19:36,BETWEEN FRIENDS,affection,235225
2021-03-21 19:39,Cage The Elephant,Trouble,225973
2021-03-21 19:44,The Band CAMINO,California,300720
2021-03-21 19:48,Hundred Waters,"Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal) - Skrillex Remix",241846
2021-03-21 19:51,almost monday,come on come on,167032
2021-03-21 19:55,Tame Impala,Borderline,237800
2021-03-21 19:59,Hippo Campus,Monsoon,222820
2021-03-21 20:02,Kanye West,Waves,181573
2021-03-21 20:05,The Kid LAROI,WITHOUT YOU,161384
